LIDNUM,NAME,LAT,LONG,MAX_AGE,MIN_AGE,SLICE_ID,SLICE_NAME,GENERAL,MEAN_HYPSODONTY,nb_orders,nb_genera,nb_spec,nb_spec_all,Cimolesta_genera,Didelphimorphia_genera,Eulipotyphla_genera,Lagomorpha_genera,Leptictida_genera,Rodentia_genera,Cimolesta,Didelphimorphia,Eulipotyphla,Lagomorpha,Leptictida,Rodentia,Cimolesta_Sinclairella,Didelphimorphia_Nanodelphys,Eulipotyphla_Achlyoscapter,Eulipotyphla_Adeloblarina,Eulipotyphla_Alluvisorex,Eulipotyphla_Amphechinus,Eulipotyphla_Anchiblarinella,Eulipotyphla_Angustidens,Eulipotyphla_Ankylodon,Eulipotyphla_Antesorex,Eulipotyphla_Apternodus,Eulipotyphla_Arctisorex,Eulipotyphla_Beckiasorex,Eulipotyphla_Brachyerix,Eulipotyphla_Centetodon,Eulipotyphla_Clinopternodus,Eulipotyphla_Condylura,Eulipotyphla_Crusafontina,Eulipotyphla_Cryptotis,Eulipotyphla_Domnina,Eulipotyphla_Domninoides,Eulipotyphla_Gaillardia,Eulipotyphla_Hesperosorex,Eulipotyphla_Ingentisorex,Eulipotyphla_Lantanotherium,Eulipotyphla_Lemoynea,Eulipotyphla_Limnoecus,Eulipotyphla_Mesoscalops,Eulipotyphla_Metechinus,Eulipotyphla_Micropternodus,Eulipotyphla_Mystipterus,Eulipotyphla_Notiosorex,Eulipotyphla_Ocajila,Eulipotyphla_Oligoryctes,Eulipotyphla_Oligoscalops,Eulipotyphla_Paracryptotis,Eulipotyphla_Paradomnina,Eulipotyphla_Parvericius,Eulipotyphla_Petenyia,Eulipotyphla_Planisorex,Eulipotyphla_Plesiosorex,Eulipotyphla_Proscalops,Eulipotyphla_Proterix,Eulipotyphla_Pseudotrimylus,Eulipotyphla_Quadrodens,Eulipotyphla_Scalopoides,Eulipotyphla_Scalopus,Eulipotyphla_Scapanoscapter,Eulipotyphla_Scapanus,Eulipotyphla_Sorex,Eulipotyphla_Stenoechinus,Eulipotyphla_Tregosorex,Eulipotyphla_Untermannerix,Eulipotyphla_Wilsonosorex,Eulipotyphla_Yanshuella,Lagomorpha_Alilepus,Lagomorpha_Aluralagus,Lagomorpha_Archaeolagus,Lagomorpha_Aztlanolagus,Lagomorpha_Cuyamalagus,Lagomorpha_Desmatolagus,Lagomorpha_Gripholagomys,Lagomorpha_Hesperolagomys,Lagomorpha_Hypolagus,Lagomorpha_Lepoides,Lagomorpha_Litolagus,Lagomorpha_Megalagus,Lagomorpha_Nekrolagus,Lagomorpha_Notolagus,Lagomorpha_Ochotona,Lagomorpha_Oklahomalagus,Lagomorpha_Oreolagus,Lagomorpha_Palaeolagus,Lagomorpha_Panolax,Lagomorpha_Paranotolagus,Lagomorpha_Pewelagus,Lagomorpha_Pratilepus,Lagomorpha_Procaprolagus,Lagomorpha_Pronotolagus,Lagomorpha_Russellagus,Lagomorpha_Sylvilagus,Leptictida_Leptictis,Rodentia_Abelmoschomys,Rodentia_Adjidaumo,Rodentia_Agnotocastor,Rodentia_Akmaiomys,Rodentia_Allomys,Rodentia_Alphagaulus,Rodentia_Alwoodia,Rodentia_Ammospermophilus,Rodentia_Anchitheriomys,Rodentia_Ansomys,Rodentia_Apeomyoides,Rodentia_Apletotomeus,Rodentia_Arctomyoides,Rodentia_Arikareeomys,Rodentia_Baiomys,Rodentia_Balantiomys,Rodentia_Baranomys,Rodentia_Calomys,Rodentia_Campestrallomys,Rodentia_Capacikala,Rodentia_Capatanka,Rodentia_Castor,Rodentia_Cedromus,Rodentia_Ceratogaulus,Rodentia_Coloradoeumys,Rodentia_Comancheomys,Rodentia_Copemys,Rodentia_Cosomys,Rodentia_Cratogeomys,Rodentia_Crucimys,Rodentia_Cryptopterus,Rodentia_Cupidinimus,Rodentia_Cynomyoides,Rodentia_Dakotallomys,Rodentia_Dikkomys,Rodentia_Diplolophus,Rodentia_Dipodomys,Rodentia_Dipoides,Rodentia_Diprionomys,Rodentia_Downsimus,Rodentia_Ecclesimus,Rodentia_Entoptychus,Rodentia_Eoeumys,Rodentia_Epeiromys,Rodentia_Epigaulus,Rodentia_Erethizon,Rodentia_Eucastor,Rodentia_Euhapsis,Rodentia_Eumys,Rodentia_Euroxenomys,Rodentia_Eutypomys,Rodentia_Fanimus,Rodentia_Florentiamys,Rodentia_Fossorcastor,Rodentia_Galbreathia,Rodentia_Geomys,Rodentia_Geringia,Rodentia_Goniodontomys,Rodentia_Gregorymys,Rodentia_Haplomys,Rodentia_Harrymys,Rodentia_Heliscomys,Rodentia_Hesperogaulus,Rodentia_Hibbardomys,Rodentia_Hitonkala,Rodentia_Hystricops,Rodentia_Ischyromys,Rodentia_Jacobsomys,Rodentia_Jimomys,Rodentia_Kansasimys,Rodentia_Kirkomys,Rodentia_Korthomys,Rodentia_Leidymys,Rodentia_Leptodontomys,Rodentia_Leptoromys,Rodentia_Lignimus,Rodentia_Liodontia,Rodentia_Macrognathomys,Rodentia_Manitsha,Rodentia_Marmota,Rodentia_Megapeomys,Rodentia_Megasminthus,Rodentia_Meniscomys,Rodentia_Mesogaulus,Rodentia_Metadjidaumo,Rodentia_Microdipodops,Rodentia_Microdipoides,Rodentia_Mictomys,Rodentia_Migmacastor,Rodentia_Mioheteromys,Rodentia_Miosciurus,Rodentia_Miosicista,Rodentia_Miospermophilus,Rodentia_Mojavemys,Rodentia_Monosaulax,Rodentia_Mookomys,Rodentia_Mylagaulodon,Rodentia_Mylagaulus,Rodentia_Namatomys,Rodentia_Neatocastor,Rodentia_Nebraskomys,Rodentia_Neochoerus,Rodentia_Neotoma,Rodentia_Niglarodon,Rodentia_Nototamias,Rodentia_Ogmodontomys,Rodentia_Oligospermophilus,Rodentia_Oligotheriomys,Rodentia_Ondatra,Rodentia_Onychomys,Rodentia_Ophiomys,Rodentia_Oregonomys,Rodentia_Orelladjidaumo,Rodentia_Oropyctis,Rodentia_Paciculus,Rodentia_Paenemarmota,Rodentia_Palaearctomys,Rodentia_Palaeocastor,Rodentia_Paradjidaumo,Rodentia_Parallomys,Rodentia_Paramicrotoscoptes,Rodentia_Parapaenemarmota,Rodentia_Parapliosaccomys,Rodentia_Parapliosaceomys,Rodentia_Paratrogomys,Rodentia_Paronychomys,Rodentia_Pelycomys,Rodentia_Peridiomys,Rodentia_Perognathus,Rodentia_Peromyscus,Rodentia_Petauristodon,Rodentia_Phelosaccomys,Rodentia_Pipestoneomys,Rodentia_Plesiosminthus,Rodentia_Pleurolicus,Rodentia_Pliogeomys,Rodentia_Pliolemmus,Rodentia_Pliophenacomys,Rodentia_Pliosaccomys,Rodentia_Pliotomodon,Rodentia_Pliozapus,Rodentia_Procastoroides,Rodentia_Prodipodomys,Rodentia_Proheteromys,Rodentia_Promimomys,Rodentia_Promylagaulus,Rodentia_Prosciurus,Rodentia_Prosigmodon,Rodentia_Protopliophenacomys,Rodentia_Protosciurus,Rodentia_Protospermophilus,Rodentia_Pseudadjidaumo,Rodentia_Pseudocylindrodon,Rodentia_Pseudopalaeocastor,Rodentia_Pseudotheridomys,Rodentia_Pterogaulus,Rodentia_Reithrodontomys,Rodentia_Reithroparamys,Rodentia_Repomys,Rodentia_Reynoldsomys,Rodentia_Rudiomys,Rodentia_Sanctimus,Rodentia_Schizodontomys,Rodentia_Sciurion,Rodentia_Sciurus,Rodentia_Scottimus,Rodentia_Sespemys,Rodentia_Sewelleladon,Rodentia_Sigmodon,Rodentia_Similisciurus,Rodentia_Simimys,Rodentia_Spermophilus,Rodentia_Stratimus,Rodentia_Symmetrodontomys,Rodentia_Tamias,Rodentia_Tardontia,Rodentia_Tenudomys,Rodentia_Texomys,Rodentia_Thomomys,Rodentia_Tregomys,Rodentia_Trilaccogaulus,Rodentia_Trogomys,Rodentia_Umbogaulus,Rodentia_Wilsoneumys,Rodentia_Yatkolamys,Rodentia_Zapus,Rodentia_Zetamys,Rodentia_Ziamys,indet.
10926,Pacific Northwest PN11A,42.790278,-117.738611,9.07,7.59,13,Hemphillian-1,y,2.22,3,9,10,10,0,0,3,1,0,5,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10927,Pacific Northwest PN11B,43.746667,-118.419167,7.59,6.88,14,Hemphillian-2,n,2.22,3,20,22,23,0,0,2,1,0,17,0,0,3,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10929,Pacific Northwest PN12B,44.486111,-119.666667,7.59,6.88,14,Hemphillian-2,y,2.00,3,8,8,8,0,0,3,1,0,4,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,Pacific Northwest PN13,43.451111,-117.587222,7.59,6.88,14,Hemphillian-2,n,2.43,2,6,6,6,0,0,0,1,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10931,Pacific Northwest PN14,45.596389,-118.784722,6.88,5.91,15,Hemphillian-3,y,2.00,3,21,26,26,0,0,4,2,0,15,0,0,5,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10933,Pacific Northwest PN15,44.930833,-123.028889,6.88,5.91,15,Hemphillian-3,y,2.50,3,13,16,16,0,0,2,2,0,9,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10936,Pacific Northwest PN17,42.542778,-112.908333,28.0,22.2,3,Arikareean-2,n,1.00,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10940,Pacific Northwest PN19A,44.801111,-113.246111,17.34,15.97,7,Hemingfordian-2,n,1.80,2,4,4,6,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10941,Pacific Northwest PN19B,44.801111,-113.246111,15.97,14.78,8,Barstovian-1,n,1.73,2,5,5,5,0,0,0,2,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10942,Pacific Northwest PN19C,43.613739,-116.237651,14.78,12.57,9,Barstovian-2,n,1.77,2,1,1,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10944,Pacific Northwest PN19E,43.613739,-116.237651,14.78,12.57,9,Barstovian-2,n,2.00,2,2,2,5,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10950,Pacific Northwest PN23A,43.613739,-116.237651,4.91,2.63,17,Blancan-Early,y,2.00,3,21,29,29,0,0,3,2,0,16,0,0,8,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10951,Pacific Northwest PN23B,43.613739,-116.237651,4.91,2.63,17,Blancan-Early,y,\N,2,2,2,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10957,Southern Great Basin SB3,32.72528,-114.62361,22.2,19.09,4,Arikareean-3,n,3.00,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10963,Southern Great Basin SB9,34.613611,-113.535833,5.91,4.91,16,Hemphillian-4,y,2.43,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
