LIDNUM,NAME,LAT,LONG,MAX_AGE,MIN_AGE,SLICE_ID,SLICE_NAME,MEAN_HYPSODONTY,nb_orders,nb_genera,nb_spec,nb_spec_all,Artiodactyla_genera,Perissodactyla_genera,Primates_genera,Proboscidea_genera,Artiodactyla,Perissodactyla,Primates,Proboscidea,Artiodactyla_Aepycamelus,Artiodactyla_Agriochoerus,Artiodactyla_Aletomeryx,Artiodactyla_Alforjas,Artiodactyla_Aquascalientia,Artiodactyla_Archaeotherium,Artiodactyla_Arretotherium,Artiodactyla_Australocamelus,Artiodactyla_Barbouromeryx,Artiodactyla_Blastomeryx,Artiodactyla_Blickohyus,Artiodactyla_Blickomylus,Artiodactyla_Boreameryx,Artiodactyla_Bothriodon,Artiodactyla_Bouromeryx,Artiodactyla_Brachycrus,Artiodactyla_Bretzia,Artiodactyla_Camelops,Artiodactyla_Capromeryx,Artiodactyla_Catagonus,Artiodactyla_Ceratomeryx,Artiodactyla_Choerodon,Artiodactyla_Cosoryx,Artiodactyla_Cranioceras,Artiodactyla_Cuyamacamelus,Artiodactyla_Cynorca,Artiodactyla_Daeodon,Artiodactyla_Delahomeryx,Artiodactyla_Drepanomeryx,Artiodactyla_Dromomeryx,Artiodactyla_Dyseohyus,Artiodactyla_Elomeryx,Artiodactyla_Eocoileus,Artiodactyla_Eotylopus,Artiodactyla_Eporeodon,Artiodactyla_Eucrotaphus,Artiodactyla_Floridachoerus,Artiodactyla_Floridatragulus,Artiodactyla_Gentilicamelus,Artiodactyla_Gigantocamelus,Artiodactyla_Hemiauchenia,Artiodactyla_Hendryomeryx,Artiodactyla_Heptacodon,Artiodactyla_Hesperhys,Artiodactyla_Hesperocamelus,Artiodactyla_Hexameryx,Artiodactyla_Hexobelomeryx,Artiodactyla_Homocamelus,Artiodactyla_Hypertragulus,Artiodactyla_Hypisodus,Artiodactyla_Hypsiops,Artiodactyla_Ilingoceros,Artiodactyla_Kukusepasutanka,Artiodactyla_Kyptoceras,Artiodactyla_Lambdoceras,Artiodactyla_Leptauchenia,Artiodactyla_Leptochoerus,Artiodactyla_Leptomeryx,Artiodactyla_Leptoreodon,Artiodactyla_Leptotragulus,Artiodactyla_Longirostromeryx,Artiodactyla_Machaeromeryx,Artiodactyla_Macrogenis,Artiodactyla_Mediochoerus,Artiodactyla_Megacamelus,Artiodactyla_Megatylopus,Artiodactyla_Merriamoceros,Artiodactyla_Meryceros,Artiodactyla_Merychyus,Artiodactyla_Merycochoerus,Artiodactyla_Merycodus,Artiodactyla_Merycoides,Artiodactyla_Merycoidodon,Artiodactyla_Mesoreodon,Artiodactyla_Michenia,Artiodactyla_Miniochoerus,Artiodactyla_Miolabis,Artiodactyla_Miotylopus,Artiodactyla_Mylohyus,Artiodactyla_Nanotragulus,Artiodactyla_Neotragocerus,Artiodactyla_Nothokemas,Artiodactyla_Nothotylopus,Artiodactyla_Odocoileus,Artiodactyla_Oreodontoides,Artiodactyla_Oreonetes,Artiodactyla_Osbornoceros,Artiodactyla_Oxydactylus,Artiodactyla_Palaeolama,Artiodactyla_Parablastomeryx,Artiodactyla_Paracosoryx,Artiodactyla_Paralabis,Artiodactyla_Paramiolabis,Artiodactyla_Paratoceras,Artiodactyla_Paratylopus,Artiodactyla_Paroreodon,Artiodactyla_Pediomeryx,Artiodactyla_Perchoerus,Artiodactyla_Phenacocoelus,Artiodactyla_Platygonus,Artiodactyla_Pleiolama,Artiodactyla_Plioceros,Artiodactyla_Poebrotherium,Artiodactyla_Priscocamelus,Artiodactyla_Proantilocapra,Artiodactyla_Problastomeryx,Artiodactyla_Procamelus,Artiodactyla_Procranioceras,Artiodactyla_Prodesmatochoerus,Artiodactyla_Pronodens,Artiodactyla_Prosthennops,Artiodactyla_Prosynthetoceras,Artiodactyla_Protoceras,Artiodactyla_Protolabis,Artiodactyla_Pseudoblastomeryx,Artiodactyla_Pseudoceras,Artiodactyla_Pseudolabis,Artiodactyla_Pseudoparablastomeryx,Artiodactyla_Rakomeryx,Artiodactyla_Rakomylus,Artiodactyla_Ramoceros,Artiodactyla_Sespia,Artiodactyla_Simimeryx,Artiodactyla_Sinclairomeryx,Artiodactyla_Sphenophalos,Artiodactyla_Stenomylus,Artiodactyla_Stibarus,Artiodactyla_Subantilocapra,Artiodactyla_Subdromomeryx,Artiodactyla_Submeryceros,Artiodactyla_Syndyoceras,Artiodactyla_Synthetoceras,Artiodactyla_Tanymykter,Artiodactyla_Tayassu,Artiodactyla_Tetrameryx,Artiodactyla_Texoceros,Artiodactyla_Thinohyus,Artiodactyla_Ticholeptus,Artiodactyla_Titanotylopus,Artiodactyla_Yumaceras,Perissodactyla_Acritohippus,Perissodactyla_Anchippus,Perissodactyla_Anchitherium,Perissodactyla_Aphelops,Perissodactyla_Archaeohippus,Perissodactyla_Astrohippus,Perissodactyla_Calippus,Perissodactyla_Colodon,Perissodactyla_Cormohipparion,Perissodactyla_Desmatippus,Perissodactyla_Diceratherium,Perissodactyla_Dinohippus,Perissodactyla_Equus,Perissodactyla_Floridaceras,Perissodactyla_Galushaceras,Perissodactyla_Gulfoceras,Perissodactyla_Heteropliohippus,Perissodactyla_Hipparion,Perissodactyla_Hippidion,Perissodactyla_Hypohippus,Perissodactyla_Hyracodon,Perissodactyla_Kalobatippus,Perissodactyla_Megahippus,Perissodactyla_Menoceras,Perissodactyla_Merychippus,Perissodactyla_Mesohippus,Perissodactyla_Metamynodon,Perissodactyla_Miohippus,Perissodactyla_Miotapirus,Perissodactyla_Moropus,Perissodactyla_Nannippus,Perissodactyla_Neohipparion,Perissodactyla_Nexuotapirus,Perissodactyla_Onohippidium,Perissodactyla_Parahippus,Perissodactyla_Parapliohippus,Perissodactyla_Penetrigonias,Perissodactyla_Peraceras,Perissodactyla_Plesiohipparion,Perissodactyla_Pliohippus,Perissodactyla_Protapirus,Perissodactyla_Protohippus,Perissodactyla_Pseudohipparion,Perissodactyla_Scaphohippus,Perissodactyla_Skinnoceras,Perissodactyla_Subhyracodon,Perissodactyla_Tapiravus,Perissodactyla_Tapirus,Perissodactyla_Teleoceras,Perissodactyla_Toxotherium,Perissodactyla_Trigonias,Perissodactyla_Triplopus,Perissodactyla_Tylocephalonyx,Primates_Ekgmowechashala,Proboscidea_Amebelodon,Proboscidea_Cuvieronius,Proboscidea_Eubelodon,Proboscidea_Gnathabelodon,Proboscidea_Gomphotherium,Proboscidea_Mammut,Proboscidea_Megabelodon,Proboscidea_Rhynchotherium,Proboscidea_Serbelodon,Proboscidea_Stegomastodon,Proboscidea_Tetralophodon,Proboscidea_Torynobelodon,Proboscidea_Zygolophodon,indet.
10572,Gulf Coast GC12IIA,28.133333,-81.631667,7.59,6.88,14,Hemphillian-2,2.60,3,13,15,15,3,9,0,1,3,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10573,Gulf Coast GC12IIB,28.133333,-81.631667,7.59,6.88,14,Hemphillian-2,3.00,1,3,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10574,Gulf Coast GC13A,27.49611,-82.53972,7.59,6.88,14,Hemphillian-2,2.29,3,11,13,14,1,9,0,1,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10575,Gulf Coast GC13B,28.18222,-81.82417,5.91,4.91,16,Hemphillian-4,2.07,3,27,27,27,13,10,0,4,13,10,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
10608,Gulf Coast GC24,32.298889,-90.184722,33.9,33.1,0,Orellan,1.00,1,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10610,Gulf Coast GC26,30.45809,-91.140229,14.78,12.57,9,Barstovian-2,2.00,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10611,Gulf Coast GC27,30.847778,-88.173889,7.59,6.88,14,Hemphillian-2,2.20,3,11,13,15,4,7,0,0,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10612,Gulf Coast GC29,30.45809,-91.140229,5.91,4.91,16,Hemphillian-4,3.00,1,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10613,Gulf Coast GC31,33.755,-84.39,5.91,4.91,16,Hemphillian-4,3.00,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10619,Canadian High Arctic HA2,75.133333,-87.85,22.2,19.09,4,Arikareean-3,\N,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10620,Canadian High Arctic HA3,80.166667,-79.083333,4.91,2.63,17,Blancan-Early,2.00,2,2,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10629,Northern Great Basin NB3A,34.866667,-116.423056,22.2,19.09,4,Arikareean-3,2.50,1,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10630,Northern Great Basin NB3B,34.861667,-116.425,18.5,17.34,6,Hemingfordian-1,2.00,1,3,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10632,Northern Great Basin NB3D,38.555605,-121.468926,18.5,17.34,6,Hemingfordian-1,2.00,2,5,5,5,3,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10633,Northern Great Basin NB4,35.041389,-117.688333,18.5,17.34,6,Hemingfordian-1,2.00,1,4,4,4,4,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10634,Northern Great Basin NB5,38.555605,-121.468926,18.5,17.34,6,Hemingfordian-1,2.00,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10635,Northern Great Basin NB6A,35.032222,-117.052778,17.34,15.97,7,Hemingfordian-2,2.20,2,5,5,5,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10636,Northern Great Basin NB6B,35.032222,-117.052778,17.34,15.97,7,Hemingfordian-2,2.14,2,7,7,7,6,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10637,Northern Great Basin NB6C,35.0975,-116.62,15.97,14.78,8,Barstovian-1,1.90,2,18,21,21,14,4,0,0,17,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10638,Northern Great Basin NB6D,35.032222,-117.052778,15.97,14.78,8,Barstovian-1,2.11,2,9,9,9,6,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10639,Northern Great Basin NB6E,35.031944,-117.04,14.78,12.57,9,Barstovian-2,2.00,3,15,17,17,11,3,0,1,12,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
